,Retention Time,Peak Area
0,31.924733,4.61638797722694
1,33.39067468573049,19.34500476585728
2,33.746476274845634,16.56398514150488
3,34.3760267445477,7.257132497028675
4,37.38611626437359,122.28164910632736
5,38.04931887293966,22.792916655251314
6,40.548583412183206,24.171162888737644
7,40.96010808692251,55.94307605618606
8,42.44003734275647,2.156044575436639
9,42.82588228149019,2.897427771897221
10,45.58310987783558,2.346932872358968
11,49.029641959225565,4.246627737283473
12,52.11715337170631,17.34119084966226
13,52.64385148606465,6.4543762762678965
14,54.55318970843559,19.292072480612116
15,54.9202490590677,33.20553712327604
16,55.33823636369568,25.936213811457574
17,55.84403591984724,3.8150134434360043
18,57.25630977172885,25.052237868284625
19,57.60651289649922,64.73461207883653
20,58.02235190119216,62.82914686007509
21,58.546165285471346,32.87004704125639
22,60.22828926813584,22.468755649784946
23,60.650091348538226,109.24695868977075
24,61.11745908312294,94.4618412344372
25,62.673536239442576,0.004706979115950083
26,63.65455241869778,22.629715144262477
27,63.763467,47.32991774774993
28,64.1909682810784,91.02588563938231
29,66.59231768732153,28.28406174936352
30,67.18733622558725,29.965005643808713
31,70.02992424320695,3.615099933391104
