,Retention Time,Peak Area
0,11.35240271632922,1.994865032279698
1,16.68813817819344,2.0190859650331725
2,17.53878282686308,1.6729428847132053
3,31.802156035969332,8.108081350447108
4,33.36805551349003,32.86250234492267
5,33.74490377085283,28.856616298167342
6,34.476142569388585,5.64184982665504
7,37.408017373657,191.3499771877435
8,38.09189096939051,16.789815978803198
9,38.77864396465072,8.03513521127212
10,40.94301663304733,127.53603462292149
11,42.823738919553314,2.7684214372760922
12,49.038585727105406,4.640634379720389
13,49.60475834751747,1.4334381422892777
14,50.736823343590274,0.005752523449559541
15,50.47974918301429,5.411875199209671
16,52.088931614038565,44.89273540661779
17,52.6394242155089,14.426334863731903
18,54.83376196869388,135.12541049414088
19,55.292521916537964,45.902737422284424
20,57.225598789082966,36.963736173253466
21,57.57335730182179,96.09629067783698
22,57.997986895962356,91.31338421710514
23,58.5287089389184,55.30955520972659
24,60.22569506860468,17.40635555333646
25,60.646340211747365,102.43831050789133
26,61.11429515692836,109.90613441242908
27,63.19325673012782,0.9721265955172519
28,63.777933,52.65558216945348
29,64.1985621595271,81.99673412129083
30,66.61320360337832,10.122569509810434
31,67.19477254415999,21.086545943711744
