,Retention Time,Peak Area
0,16.684900134252526,2.133018413231997
1,17.532287377468187,1.5732310151990228
2,31.915617,7.752602819962221
3,33.37380726978102,26.567085247622835
4,33.74442861337239,21.13291581165716
5,34.36956872061707,9.361601131544555
6,37.38694772534825,161.4235192482571
7,38.0601093027913,26.69552370729073
8,40.92827822757754,107.7675085697264
9,42.006867,6.81357522838783
10,42.39436700000002,10.85572312252988
11,45.57351682567302,1.7553666918492152
12,49.02125362538459,2.6069972780029236
13,50.55569342717712,2.3088501217844692
14,52.11138987130264,13.9402519256075
15,52.644574676726194,5.25227858565389
16,54.15399428422125,4.885176561633091
17,54.57733593317205,9.074022266646013
18,54.92114279209845,27.185531068935653
19,55.338439272351444,21.520411970310114
20,55.839798213835195,3.614513625087744
21,57.26881037389639,18.37346977197731
22,57.62345284614984,48.177819014070224
23,58.03872496471206,43.94247730821293
24,58.554218590350935,24.052932157033656
25,60.246123159392354,15.020671639573568
26,60.674246234976216,75.17544836857218
27,61.14142848436227,64.74212522039652
28,62.579950503565534,0.0037869968210117078
29,63.17966740430258,5.105030952554329
30,63.778167,47.21839813561272
31,64.21509180472148,54.93647351862335
32,66.59321249832897,19.287210035846886
33,67.18910822672582,17.984016099656518
