0.000000	0.000069
0.001667	0.000370
0.003333	0.000574
0.005000	0.000689
0.006667	0.000723
0.008333	0.000684
0.010050	0.000581
0.011700	0.000421
0.013367	0.000213
0.015033	-0.000036
0.016700	-0.000317
0.018367	-0.000622
0.020033	-0.000947
0.021700	-0.001278
0.023367	-0.001606
0.025033	-0.001919
0.026700	-0.002204
0.028700	-0.002452
0.030367	-0.002651
0.032033	-0.002796
0.033700	-0.002885
0.035367	-0.002923
0.037050	-0.002925
0.038700	-0.002901
0.040367	-0.002857
0.042033	-0.002800
0.043700	-0.002736
0.045367	-0.002667
0.047033	-0.002598
0.048700	-0.002531
0.050367	-0.002470
0.052033	-0.002414
0.053717	-0.002359
0.055367	-0.002301
0.057033	-0.002238
0.058700	-0.002166
0.060367	-0.002084
0.062383	-0.001993
0.064050	-0.001895
0.065750	-0.001795
0.067367	-0.001698
0.069050	-0.001612
0.070700	-0.001540
0.072383	-0.001481
0.074033	-0.001429
0.075717	-0.001383
0.077350	-0.001343
0.079033	-0.001311
0.080683	-0.001289
0.082367	-0.001280
0.084017	-0.001281
0.085700	-0.001290
0.087350	-0.001302
0.089033	-0.001312
0.090683	-0.001319
0.092367	-0.001325
0.094000	-0.001333
0.096033	-0.001345
0.097700	-0.001359
0.099333	-0.001371
0.101000	-0.001376
0.102667	-0.001370
0.104333	-0.001349
0.106000	-0.001309
0.107667	-0.001253
0.109333	-0.001189
0.111000	-0.001129
0.112667	-0.001076
0.114333	-0.001030
0.116000	-0.000989
0.117667	-0.000952
0.119333	-0.000915
0.121000	-0.000875
0.122667	-0.000830
0.124350	-0.000784
0.126000	-0.000743
0.127667	-0.000712
0.129667	-0.000690
0.131333	-0.000673
0.133017	-0.000657
0.134700	-0.000639
0.136333	-0.000617
0.138000	-0.000591
0.139667	-0.000567
0.141333	-0.000553
0.143000	-0.000553
0.144667	-0.000563
0.146333	-0.000575
0.148000	-0.000583
0.149667	-0.000586
0.151333	-0.000587
0.153000	-0.000586
0.154667	-0.000581
0.156333	-0.000576
0.158000	-0.000569
0.159667	-0.000561
0.161333	-0.000552
0.163333	-0.000543
0.165000	-0.000531
0.166667	-0.000516
0.168333	-0.000503
0.170000	-0.000497
0.171667	-0.000499
0.173333	-0.000514
0.175000	-0.000543
0.176667	-0.000585
0.178333	-0.000636
0.180000	-0.000692
0.181667	-0.000755
0.183333	-0.000828
0.185000	-0.000916
0.186667	-0.001021
0.188333	-0.001142
0.190000	-0.001273
0.191667	-0.001407
0.193367	-0.001540
0.195033	-0.001669
0.197117	-0.001788
0.198750	-0.001890
0.200417	-0.001975
0.202083	-0.002045
0.203750	-0.002098
0.205417	-0.002127
